series_key,dataset,index,series,type,period,n,h,actual
M4:47030,M4,47030,T30,monthly,12,365,18,"[2588.6, 2616.2, 2329.1, 2290.7, 2603.5, 2331.5, 2450.6, 2243.5, 2363.3, 2978.6, 2763.8, 2413.0, 2506.6, 2815.5, 2266.7, 2730.5, 2674.7, 2262.5]"
M4:47031,M4,47031,T31,monthly,12,365,18,"[5227.7, 5273.8, 5438.7, 4670.2, 5212.2, 4944.1, 4760.3, 4701.5, 4976.3, 5381.3, 4687.1, 5225.6, 5170.6, 5177.0, 5471.2, 5584.5, 5780.7, 5441.3]"
M4:47032,M4,47032,T32,monthly,12,365,18,"[3726.2, 3679.7, 3710.9, 3594.0, 3515.0, 3350.3, 3393.2, 3187.5, 3086.0, 3483.6, 2961.8, 3667.8, 3689.7, 3519.3, 3499.0, 3653.1, 3834.4, 3414.9]"
M4:47033,M4,47033,T33,monthly,12,365,18,"[20448.7, 21074.3, 19536.7, 19486.1, 21163.6, 18869.0, 18516.8, 18065.8, 18226.3, 19338.8, 19385.1, 19040.6, 19556.3, 18303.7, 20282.6, 19845.8, 20211.4, 19592.5]"
M4:47034,M4,47034,T34,monthly,12,365,18,"[5304.4, 4556.8, 4429.7, 4699.0, 5338.7, 4526.5, 4317.4, 3919.9, 4187.1, 5269.1, 5027.7, 4244.4, 5016.8, 4554.3, 4664.5, 5242.1, 4605.1, 4350.4]"
M4:47035,M4,47035,T35,monthly,12,365,18,"[2734.32, 2470.8, 2480.54, 2528.35, 2360.07, 2290.81, 2359.97, 2216.43, 2181.85, 2324.98, 2251.25, 2303.22, 2425.36, 2156.88, 2418.64, 2366.61, 2390.84, 2439.55]"
M4:47036,M4,47036,T36,monthly,12,365,18,"[4280.8, 4276.9, 3878.6, 3488.8, 4452.5, 4390.4, 3986.6, 3295.0, 3867.5, 4320.9, 4280.8, 3426.2, 4207.6, 3929.8, 4247.9, 3518.0, 4404.5, 3675.5]"
M4:47037,M4,47037,T37,monthly,12,365,18,"[10522.3, 10973.1, 10548.8, 9892.0, 10820.7, 10663.6, 11316.3, 9583.3, 10318.3, 12093.1, 10907.5, 9891.3, 11048.4, 11266.5, 11444.6, 10407.6, 11709.7, 11336.3]"
M4:47038,M4,47038,T38,monthly,12,365,18,"[6218.1, 6321.8, 6186.5, 5577.6, 5791.6, 5694.5, 5385.5, 5911.9, 5539.4, 6438.8, 6245.3, 6196.9, 6205.4, 5902.3, 6019.4, 5084.4, 5108.1, 5813.3]"
M4:47039,M4,47039,T39,monthly,12,365,18,"[2692.06, 2478.42, 2469.57, 2533.03, 2767.2, 2405.02, 2315.4, 2240.07, 2319.18, 2474.41, 2509.84, 2484.25, 2490.66, 2302.59, 2555.72, 2508.91, 2640.54, 2538.55]"
M4:47040,M4,47040,T40,monthly,12,365,18,"[5512.3, 4662.1, 4553.0, 5847.0, 4801.4, 4398.5, 4118.2, 3649.1, 4461.7, 4861.0, 4426.4, 4520.0, 4943.5, 4155.2, 4445.7, 4337.4, 5109.0, 4644.9]"
M4:47041,M4,47041,T41,monthly,12,161,18,"[6997.0, 7379.0, 7145.0, 6136.0, 5413.0, 5197.0, 4875.0, 4519.0, 4794.0, 5128.0, 5461.0, 5582.0, 7181.0, 7177.0, 7280.0, 6273.0, 5875.0, 5532.0]"
M4:47042,M4,47042,T42,monthly,12,161,18,"[7087.3, 6967.6, 6746.9, 6691.4, 6462.1, 6744.8, 6907.5, 6798.8, 7133.5, 7205.6, 7084.7, 6698.4, 7187.9, 6743.5, 6923.4, 6856.0, 7012.6, 7160.6]"
M4:47043,M4,47043,T43,monthly,12,161,18,"[7350.0, 7270.0, 7730.0, 8570.0, 7770.0, 7220.0, 6890.0, 6280.0, 6090.0, 6070.0, 6460.0, 6560.0, 6880.0, 6580.0, 6830.0, 7590.0, 7050.0, 6960.0]"
M4:47044,M4,47044,T44,monthly,12,270,18,"[1507.0, 1496.0, 1570.0, 1541.0, 1705.0, 1492.0, 1845.0, 1664.0, 1567.0, 1548.0, 1495.0, 1446.0, 1349.0, 1370.0, 1522.0, 1379.0, 1275.0, 1247.0]"
M4:47045,M4,47045,T45,monthly,12,666,18,"[1142.0, 1166.0, 1129.0, 1175.0, 1286.0, 1201.0, 1188.0, 1162.0, 1077.0, 1130.0, 1136.0, 1153.0, 1144.0, 1152.0, 1225.0, 1260.0, 1212.0, 1210.0]"
M4:47046,M4,47046,T46,monthly,12,666,18,"[3000.0, 3000.0, 3800.0, 3500.0, 2900.0, 3500.0, 3500.0, 3300.0, 3400.0, 3200.0, 2800.0, 2900.0, 2900.0, 3300.0, 3600.0, 3000.0, 3700.0, 3800.0]"
M4:47047,M4,47047,T47,monthly,12,666,18,"[4180.0, 4260.0, 3830.0, 4150.0, 5220.0, 4280.0, 4260.0, 3960.0, 3180.0, 3570.0, 3770.0, 3860.0, 4040.0, 3830.0, 4470.0, 4560.0, 3950.0, 3550.0]"
M4:47048,M4,47048,T48,monthly,12,678,18,"[1032.0, 984.0, 983.0, 993.0, 910.0, 975.0, 748.0, 845.0, 977.0, 997.0, 1077.0, 1144.0, 951.0, 1084.0, 1077.0, 1007.0, 913.0, 900.0]"
M4:47049,M4,47049,T49,monthly,12,678,18,"[1147.0, 1132.0, 1189.0, 1073.0, 1171.0, 1160.0, 1128.0, 1213.0, 1113.0, 1155.0, 1128.0, 1195.0, 1218.0, 1164.0, 1052.0, 1320.0, 1102.0, 1226.0]"
M4:47050,M4,47050,T50,monthly,12,678,18,"[1072.0, 992.0, 1116.0, 909.0, 899.0, 781.0, 743.0, 841.0, 907.0, 1062.0, 1050.0, 1116.0, 1152.0, 1028.0, 950.0, 1145.0, 838.0, 831.0]"
M4:95001,M4,95001,T1,weekly,1,2179,13,"[35397.16, 35808.59, 35808.59, 36246.14, 36246.14, 36403.7, 36403.7, 36150.2, 36150.2, 35790.55, 35790.55, 34066.95, 34066.95]"
M4:95002,M4,95002,T2,weekly,1,1710,13,"[3608.061, 3624.368, 3537.64, 3587.344, 3662.088, 3658.634, 3622.148, 3591.48, 3638.559, 3635.781, 3522.328, 3458.631, 3354.758]"
M4:95003,M4,95003,T3,weekly,1,2178,13,"[9602.4, 9895.9, 9915.9, 9726.6, 9626.5, 9966.1, 10008.5, 9911.7, 9760.7, 9968.2, 10089.1, 10005.9, 9823.3]"
M4:95004,M4,95004,T4,weekly,1,2597,13,"[2336.56, 2373.14, 2457.51, 2586.0, 2237.7, 2877.94, 2497.74, 3525.34, 3053.33, 3151.07, 3425.79, 3505.61, 4098.69]"
M4:95005,M4,95005,T5,weekly,1,1603,13,"[1499.0, 1734.0, 1391.0, 1833.0, 1637.0, 2122.0, 1757.0, 2079.0, 2477.0, 1957.0, 1907.0, 1752.0, 1330.0]"
M4:95006,M4,95006,T6,weekly,1,1602,13,"[502.0, 568.0, 528.0, 632.0, 606.0, 785.0, 779.0, 834.0, 906.0, 1372.0, 1080.0, 938.0, 752.0]"
M4:95007,M4,95007,T7,weekly,1,1603,13,"[3117.0, 2579.0, 3199.0, 1716.0, 4558.0, 3001.0, 3263.0, 3110.0, 5899.0, 7148.0, 4048.0, 2707.0, 2579.0]"
M4:95008,M4,95008,T8,weekly,1,1623,13,"[3430.0, 2870.0, 4620.0, 4890.0, 7470.0, 6960.0, 6430.0, 3970.0, 3650.0, 5730.0, 4500.0, 2870.0, 3270.0]"
M4:95009,M4,95009,T9,weekly,1,1603,13,"[8100.0, 7481.0, 8953.0, 8087.0, 9724.0, 8993.0, 10011.0, 9705.0, 8397.0, 7560.0, 8669.0, 7574.0, 7106.0]"
M4:95010,M4,95010,T10,weekly,1,934,13,"[5122.14, 5104.68, 5104.68, 5104.68, 5565.7, 5565.7, 5565.7, 5565.7, 5565.7, 5544.94, 5544.94, 5544.94, 5544.94]"
M4:95011,M4,95011,T11,weekly,1,934,13,"[337.19, 359.52, 357.62, 368.22, 328.77, 391.31, 340.06, 323.19, 323.3, 339.94, 316.45, 295.99, 280.07]"
M4:95012,M4,95012,T12,weekly,1,457,13,"[1092.0, 1085.0, 1078.0, 1071.0, 1064.0, 1057.0, 1050.0, 1043.0, 1092.0, 1085.0, 1078.0, 1071.0, 1064.0]"
M4:95013,M4,95013,T13,weekly,1,721,13,"[2373.445, 2373.105, 2453.974, 2390.353, 2324.83, 2337.239, 2375.971, 2398.802, 2350.108, 2363.517, 2484.652, 2558.814, 2653.311]"
M4:95014,M4,95014,T14,weekly,1,721,13,"[2341.516, 2407.573, 2435.3, 2361.92, 2310.927, 2322.117, 2408.718, 2476.214, 2361.203, 2393.436, 2552.503, 2554.351, 2500.651]"
M4:95015,M4,95015,T15,weekly,1,721,13,"[4231.0, 4311.68, 3848.09, 4149.38, 3633.49, 3553.49, 3743.59, 4626.91, 4235.48, 4288.81, 5601.72, 5737.57, 5232.13]"
M4:95016,M4,95016,T16,weekly,1,721,13,"[4231.0, 4311.68, 3848.09, 4149.38, 3633.49, 3553.49, 3743.59, 4626.91, 4235.48, 4288.81, 5601.72, 5737.57, 5232.13]"
M4:95017,M4,95017,T17,weekly,1,721,13,"[12027.16, 12027.2, 12027.24, 11985.62, 11985.74, 12432.86, 12432.99, 12418.26, 12418.32, 12418.37, 12418.43, 12418.49, 12323.22]"
M4:95018,M4,95018,T18,weekly,1,721,13,"[4334.57, 4334.61, 4334.65, 4351.65, 4351.77, 3846.99, 3954.85, 3996.48, 3992.55, 3992.61, 3992.68, 3992.75, 4029.96]"
M4:95019,M4,95019,T19,weekly,1,1602,13,"[2754.0, 3035.0, 2591.0, 2808.0, 2324.0, 4033.0, 3146.0, 3402.0, 3677.0, 4790.0, 7520.0, 4445.0, 2960.0]"
M4:95020,M4,95020,T20,weekly,1,1602,13,"[3942.0, 4184.0, 3374.0, 4291.0, 2657.0, 4258.0, 4050.0, 3730.0, 3311.0, 3154.0, 4551.0, 4677.0, 3944.0]"
M4:95021,M4,95021,T21,weekly,1,1602,13,"[2203.0, 2234.0, 1786.0, 2582.0, 2838.0, 2949.0, 2483.0, 2184.0, 3809.0, 3395.0, 3194.0, 2744.0, 2054.0]"
M4:95022,M4,95022,T22,weekly,1,1607,13,"[3780.0, 4430.0, 3380.0, 4100.0, 2710.0, 3980.0, 3720.0, 3300.0, 3460.0, 2760.0, 4730.0, 3930.0, 3180.0]"
M4:95023,M4,95023,T23,weekly,1,1602,13,"[753.8, 767.6, 722.9, 769.5, 536.6, 756.4, 813.0, 732.2, 617.9, 617.0, 901.1, 872.9, 739.2]"
M4:95024,M4,95024,T24,weekly,1,1602,13,"[6510.0, 6109.0, 5215.0, 6798.0, 4354.0, 10041.0, 7637.0, 6137.0, 7002.0, 8575.0, 19189.0, 12646.0, 6956.0]"
M4:95025,M4,95025,T25,weekly,1,1602,13,"[1431.0, 1679.0, 1348.0, 1870.0, 2110.0, 2492.0, 2701.0, 2649.0, 2745.0, 2676.0, 3017.0, 2669.0, 2017.0]"
M4:95026,M4,95026,T26,weekly,1,1602,13,"[2672.0, 3061.0, 2947.0, 4293.0, 3409.0, 4660.0, 5136.0, 6235.0, 5580.0, 4585.0, 6168.0, 4943.0, 3945.0]"
M4:95027,M4,95027,T27,weekly,1,1602,13,"[2144.0, 2144.0, 1752.0, 2314.0, 2645.0, 2643.0, 3120.0, 3302.0, 3802.0, 2762.0, 3713.0, 4473.0, 2643.0]"
M4:95028,M4,95028,T28,weekly,1,1602,13,"[7793.0, 3341.0, 3003.0, 3507.0, 2555.0, 3167.0, 3300.0, 3507.0, 8089.0, 8507.0, 5611.0, 4081.0, 3025.0]"
M4:95029,M4,95029,T29,weekly,1,1602,13,"[851.0, 1017.0, 907.0, 1075.0, 833.0, 1716.0, 1339.0, 1312.0, 1345.0, 1322.0, 2142.0, 1732.0, 1143.0]"
M4:95030,M4,95030,T30,weekly,1,1602,13,"[3623.0, 4016.0, 3075.0, 4373.0, 3773.0, 5121.0, 4129.0, 4785.0, 6509.0, 7561.0, 6183.0, 5485.0, 4223.0]"
M4:95031,M4,95031,T31,weekly,1,1602,13,"[708.0, 829.0, 796.0, 1026.0, 1483.0, 1412.0, 1665.0, 1696.0, 2150.0, 1948.0, 1778.0, 1156.0, 1053.0]"
M4:95032,M4,95032,T32,weekly,1,1603,13,"[5029.0, 3990.0, 5803.0, 3980.0, 6833.0, 5247.0, 6023.0, 7372.0, 6529.0, 7042.0, 6642.0, 6607.0, 7307.0]"
M4:95033,M4,95033,T33,weekly,1,1603,13,"[1635.1, 1470.0, 1831.2, 1860.7, 2952.6, 2076.0, 1926.5, 2127.6, 2526.5, 3130.5, 2901.6, 1965.4, 1930.4]"
M4:95034,M4,95034,T34,weekly,1,1623,13,"[1528.0, 1485.0, 1676.0, 1434.0, 2556.0, 2017.0, 1752.0, 1575.0, 1478.0, 2618.0, 2045.0, 1480.0, 1464.0]"
M4:95035,M4,95035,T35,weekly,1,1603,13,"[1240.0, 938.0, 1641.0, 1225.0, 2143.0, 2298.0, 1561.0, 1253.0, 1257.0, 2191.0, 2137.0, 1662.0, 1565.0]"
M4:95036,M4,95036,T36,weekly,1,934,13,"[18469.2, 14697.3, 14490.1, 16890.6, 13307.5, 11488.0, 11021.4, 13786.0, 17773.2, 20125.2, 13053.1, 14418.3, 18561.2]"
M4:95037,M4,95037,T37,weekly,1,509,13,"[2891.8, 2870.0, 2839.7, 2925.6, 2858.2, 2873.3, 2857.3, 2832.8, 2818.5, 2843.0, 2863.1, 2838.6, 2827.4]"
M4:95038,M4,95038,T38,weekly,1,510,13,"[3050.13, 2991.26, 2966.63, 3079.93, 3027.55, 3046.13, 3052.31, 3028.4, 3042.15, 3060.21, 3044.19, 3005.94, 2999.31]"
M4:95039,M4,95039,T39,weekly,1,1512,13,"[5820.04, 5811.86, 5764.85, 5774.63, 5782.51, 5729.81, 5736.21, 5784.8, 5783.06, 5742.76, 5732.81, 5730.19, 5678.13]"
M4:95040,M4,95040,T40,weekly,1,1512,13,"[5816.795, 5807.545, 5761.31, 5766.93, 5777.23, 5727.54, 5732.42, 5780.82, 5776.885, 5739.61, 5732.305, 5721.025, 5674.69]"
M4:95041,M4,95041,T41,weekly,1,1017,13,"[6138.53, 6046.39, 6014.57, 6020.12, 6111.92, 6065.35, 6090.68, 6170.24, 6206.4, 6161.53, 6092.33, 6028.87, 6039.88]"
M4:95042,M4,95042,T42,weekly,1,1017,13,"[6145.38, 6055.38, 6021.96, 6036.22, 6123.1, 6070.16, 6098.74, 6178.74, 6219.68, 6168.3, 6093.4, 6048.22, 6047.21]"
M4:95043,M4,95043,T43,weekly,1,1017,13,"[6141.955, 6050.885, 6018.265, 6028.17, 6117.51, 6067.755, 6094.71, 6174.49, 6213.04, 6164.915, 6092.865, 6038.545, 6043.545]"
M4:95044,M4,95044,T44,weekly,1,1512,13,"[5813.55, 5803.23, 5757.77, 5759.23, 5771.95, 5725.27, 5728.63, 5776.84, 5770.71, 5736.46, 5731.8, 5711.86, 5671.25]"
M4:95045,M4,95045,T45,weekly,1,1283,13,"[2934.68, 2967.95, 3071.57, 3101.51, 3101.51, 3136.93, 3189.06, 3165.62, 3069.02, 2990.9, 2965.64, 2997.27, 3001.98]"
M4:95046,M4,95046,T46,weekly,1,1015,13,"[3156.835, 3088.77, 3129.65, 3163.045, 3114.31, 3110.356, 3123.937, 3136.711, 3158.378, 3095.771, 3042.689, 3026.794, 3062.599]"
M4:95047,M4,95047,T47,weekly,1,1283,13,"[2933.38, 2967.36, 3070.66, 3098.73, 3098.73, 3134.37, 3186.88, 3164.56, 3067.65, 2988.52, 2963.47, 2994.78, 2999.43]"
M4:95048,M4,95048,T48,weekly,1,1293,13,"[2964.555, 2996.025, 3000.705, 2941.08, 2935.96, 2938.24, 2936.72, 2936.66, 2882.2, 2862.63, 2867.64, 2875.68, 2871.67]"
M4:95049,M4,95049,T49,weekly,1,1006,13,"[3193.28, 3248.07, 3406.28, 3378.86, 3335.78, 3331.52, 3375.54, 3365.51, 3264.59, 3155.58, 3087.64, 3128.35, 3161.7]"
M4:95050,M4,95050,T50,weekly,1,1006,13,"[3194.69, 3248.72, 3407.29, 3381.89, 3338.78, 3334.24, 3377.85, 3366.64, 3266.05, 3158.09, 3089.9, 3130.95, 3164.39]"
M4:95360,M4,95360,T1,daily,1,1006,14,"[2039.2, 2035.0, 2051.8, 2061.8, 2063.5, 2069.5, 2054.0, 2057.0, 2062.8, 2066.4, 2067.4, 2071.4, 2083.8, 2080.6]"
M4:95361,M4,95361,T2,daily,1,1006,14,"[2986.0, 3001.2, 2975.9, 2996.1, 2981.9, 2985.5, 2975.8, 2956.2, 2964.7, 2989.0, 2991.4, 3024.9, 3070.8, 3076.9]"
M4:95362,M4,95362,T3,daily,1,130,14,"[1120.7, 1117.9, 1115.1, 1112.3, 1109.5, 1106.7, 1103.9, 1101.1, 1098.3, 1095.5, 1092.7, 1089.9, 1087.1, 1084.3]"
M4:95363,M4,95363,T4,daily,1,169,14,"[1190.0, 1162.0, 1134.0, 1106.0, 1078.0, 1050.0, 1022.0, 994.0, 966.0, 938.0, 910.0, 1428.0, 1400.0, 1372.0]"
M4:95364,M4,95364,T5,daily,1,156,14,"[5904.67, 5917.05, 5922.58, 5928.8, 5935.29, 6002.8, 6009.47, 6014.82, 6020.19, 6072.49, 6077.72, 6080.23, 6082.75, 6108.07]"
M4:95365,M4,95365,T6,daily,1,1006,14,"[3182.0525, 3147.0985, 3143.8503, 3128.2005, 3229.8279, 3263.2599, 3303.5956, 3314.0879, 3335.8389, 3314.8839, 3403.4529, 3424.7502, 3280.184, 3338.7257]"
M4:95366,M4,95366,T7,daily,1,1006,14,"[5860.008, 7773.246, 9477.872, 8209.099, 7421.236, 6677.597, 8235.998, 7850.555, 7280.313, 6888.883, 3432.246, 4800.447, 4021.873, 3483.457]"
M4:95367,M4,95367,T8,daily,1,999,14,"[1732.2, 1731.83, 1739.17, 1741.8, 1738.5, 1748.94, 1746.31, 1754.05, 1750.33, 1735.54, 1739.46, 1734.69, 1732.07, 1730.44]"
M4:95368,M4,95368,T9,daily,1,999,14,"[1584.41, 1584.06, 1590.77, 1592.65, 1589.63, 1598.93, 1596.45, 1603.53, 1600.12, 1586.6, 1590.19, 1585.83, 1583.43, 1581.94]"
M4:95369,M4,95369,T10,daily,1,674,14,"[2618.0, 2638.6, 2648.7, 2656.2, 2636.2, 2644.2, 2672.3, 2688.8, 2675.3, 2672.3, 2623.6, 2626.8, 2641.7, 2589.8]"
M4:95370,M4,95370,T11,daily,1,1006,14,"[2440.2, 2439.7, 2469.3, 2434.4, 2438.2, 2476.2, 2486.0, 2485.9, 2458.6, 2460.9, 2443.9, 2447.3, 2440.1, 2481.6]"
M4:95371,M4,95371,T12,daily,1,1006,14,"[3663.3, 3670.6, 3704.1, 3695.2, 3675.7, 3678.5, 3706.6, 3693.7, 3695.1, 3684.8, 3705.9, 3738.1, 3744.2, 3757.4]"
M4:95372,M4,95372,T13,daily,1,1006,14,"[7208.4, 7262.7, 7251.2, 7320.4, 7342.0, 7528.6, 7600.2, 7608.8, 7658.5, 7639.8, 7655.0, 7729.7, 7741.4, 7751.3]"
M4:95373,M4,95373,T14,daily,1,1006,14,"[5762.9, 5721.8, 5789.5, 5756.0, 5805.8, 5908.6, 5924.0, 5861.3, 5910.9, 6040.2, 6075.9, 6089.3, 6108.7, 6106.8]"
M4:95374,M4,95374,T15,daily,1,1006,14,"[7759.3, 8354.1, 8537.0, 8135.8, 8285.0, 8410.7, 8616.2, 8304.8, 8406.7, 7871.2, 7629.7, 7713.5, 7595.9, 6907.9]"
M4:95375,M4,95375,T16,daily,1,1006,14,"[3076.1, 3009.7, 3069.7, 3024.2, 3027.5, 3015.3, 2998.3, 3029.4, 3017.0, 3062.8, 3047.5, 3010.6, 3031.4, 3016.6]"
M4:95376,M4,95376,T17,daily,1,1006,14,"[4058.5, 4094.3, 4075.5, 4099.5, 4066.0, 4046.4, 4033.1, 4058.1, 4072.9, 4076.8, 4030.1, 4078.5, 4045.0, 4056.0]"
M4:95377,M4,95377,T18,daily,1,1006,14,"[9474.1, 9498.9, 9553.6, 9638.7, 9817.8, 9790.7, 9794.5, 9677.2, 9686.1, 9720.6, 9727.8, 9728.4, 9732.6, 9739.9]"
M4:95378,M4,95378,T19,daily,1,1006,14,"[2687.6, 2670.4, 2642.7, 2630.0, 2609.8, 2600.4, 2608.3, 2613.0, 2613.8, 2630.9, 2645.3, 2666.7, 2667.4, 2684.6]"
M4:95379,M4,95379,T20,daily,1,1006,14,"[10787.9, 10814.6, 10756.0, 10715.2, 10642.1, 10652.2, 10674.7, 10574.9, 10562.9, 10540.9, 10538.4, 10551.1, 10556.4, 10443.0]"
M4:95380,M4,95380,T21,daily,1,1006,14,"[2676.1, 2659.0, 2631.4, 2618.8, 2598.6, 2589.4, 2597.2, 2601.9, 2602.7, 2619.7, 2634.0, 2655.3, 2656.0, 2673.1]"
M4:95381,M4,95381,T22,daily,1,673,14,"[2844.96, 2847.65, 2818.49, 2763.87, 2817.68, 2865.71, 2847.46, 2911.5, 2886.79, 2859.11, 2816.4, 2826.73, 2830.27, 2839.31]"
M4:95382,M4,95382,T23,daily,1,673,14,"[1908.26, 1910.19, 1890.64, 1903.03, 1929.41, 1950.4, 1943.39, 1980.09, 1976.06, 1971.28, 1960.67, 1975.98, 1969.12, 1973.27]"
M4:95383,M4,95383,T24,daily,1,673,14,"[2537.8, 2540.2, 2514.19, 2465.47, 2513.46, 2556.31, 2534.99, 2590.43, 2568.45, 2543.82, 2502.47, 2511.65, 2509.53, 2517.54]"
M4:95384,M4,95384,T25,daily,1,673,14,"[1580.07, 1582.39, 1566.53, 1576.18, 1598.95, 1616.97, 1607.84, 1638.86, 1636.45, 1632.13, 1619.24, 1630.03, 1619.25, 1624.0]"
M4:95385,M4,95385,T26,daily,1,673,14,"[2359.34, 2362.63, 2338.95, 2292.74, 2338.71, 2379.5, 2359.46, 2413.5, 2394.36, 2370.89, 2329.53, 2335.43, 2330.99, 2340.36]"
M4:95386,M4,95386,T27,daily,1,673,14,"[1702.2, 1703.92, 1686.48, 1697.53, 1721.07, 1739.78, 1730.1, 1761.7, 1758.12, 1753.86, 1742.12, 1755.72, 1745.95, 1749.62]"
M4:95387,M4,95387,T28,daily,1,849,14,"[424.27, 424.27, 428.16, 426.21, 429.13, 430.1, 431.07, 431.07, 426.21, 423.3, 421.36, 420.39, 432.04, 420.39]"
M4:95388,M4,95388,T29,daily,1,1006,14,"[6499.4, 6523.3, 6642.5, 6712.1, 6698.7, 6921.3, 6866.3, 6794.9, 6901.5, 6814.5, 6758.2, 6745.7, 6756.1, 6802.8]"
M4:95389,M4,95389,T30,daily,1,849,14,"[609.74, 609.74, 615.32, 612.53, 616.71, 618.11, 619.5, 619.5, 612.53, 608.34, 605.55, 608.34, 625.2, 608.34]"
M4:95390,M4,95390,T31,daily,1,1006,14,"[2119.8, 2119.3, 2144.9, 2144.9, 2143.9, 2218.6, 2239.6, 2242.0, 2243.1, 2237.3, 2212.8, 2241.5, 2199.8, 2239.4]"
M4:95391,M4,95391,T32,daily,1,1006,14,"[1922.6, 1922.2, 1945.4, 1945.4, 1944.4, 2012.2, 2031.2, 2033.5, 2034.4, 2029.2, 2006.9, 2033.0, 1995.2, 2031.1]"
M4:95392,M4,95392,T33,daily,1,1006,14,"[6734.13740398, 6733.90187049, 6737.28569519, 6551.08077732, 6564.03023025, 6530.25113059, 6517.20968759, 6500.22174582, 6493.57487881, 6508.06244697, 6509.10399012, 6477.24833459, 6799.52471022, 6815.87901279]"
M4:95393,M4,95393,T34,daily,1,1006,14,"[2280.0, 2280.0, 2298.0, 2298.0, 2298.0, 2298.0, 2298.0, 2298.0, 2298.0, 2298.0, 2298.0, 2298.0, 2298.0, 2298.0]"
M4:95394,M4,95394,T35,daily,1,1006,14,"[1662.0, 1662.0, 1662.0, 1662.0, 1560.0, 1560.0, 1560.0, 1560.0, 1560.0, 1560.0, 1560.0, 1560.0, 1560.0, 1560.0]"
M4:95395,M4,95395,T36,daily,1,1006,14,"[3768.0, 3754.25, 3740.25, 3728.75, 3717.25, 3705.25, 3693.25, 3681.25, 3669.25, 3655.75, 3642.25, 3628.75, 3615.25, 3601.75]"
M4:95396,M4,95396,T37,daily,1,143,14,"[2380.0, 2372.0, 2334.0, 2271.0, 2275.0, 2270.0, 2293.0, 2279.0, 2254.0, 2230.0, 2241.0, 2229.0, 2220.0, 2226.0]"
M4:95397,M4,95397,T38,daily,1,225,14,"[2295.0, 2309.0, 2266.0, 2172.0, 2222.0, 2189.0, 2234.0, 2215.0, 2253.0, 2287.0, 2290.0, 2287.0, 2289.0, 2284.0]"
M4:95398,M4,95398,T39,daily,1,244,14,"[2540.0, 2616.0, 2640.0, 2745.0, 2792.0, 2772.0, 2800.0, 2890.0, 3078.0, 3231.0, 3067.0, 3089.0, 3134.0, 3162.0]"
M4:95399,M4,95399,T40,daily,1,165,14,"[3885.0, 3802.0, 3775.0, 3778.0, 3781.0, 3784.0, 3639.0, 3683.0, 3695.0, 3588.0, 3658.0, 3700.0, 3675.0, 3929.0]"
M4:95400,M4,95400,T41,daily,1,239,14,"[6431.5, 6545.1, 6695.5, 6655.5, 6659.3, 6685.9, 6676.5, 6651.9, 6650.7, 6706.0, 6694.7, 6706.4, 6706.4, 6706.4]"
M4:95401,M4,95401,T42,daily,1,262,14,"[6895.0, 6901.1, 6985.2, 6957.0, 6998.4, 7017.7, 7017.6, 7036.8, 7071.5, 7040.4, 7041.0, 7034.1, 7034.1, 7034.1]"
M4:95402,M4,95402,T43,daily,1,219,14,"[1120.1, 1126.2, 1120.6, 1103.5, 1100.3, 1102.2, 1117.8, 1126.8, 1126.5, 1141.8, 1152.0, 1151.0, 1157.0, 1162.5]"
M4:95403,M4,95403,T44,daily,1,1006,14,"[8550.0, 8558.0, 8608.0, 8588.0, 8600.0, 8580.0, 8595.0, 8623.0, 8630.0, 8690.0, 8830.0, 8785.0, 8910.0, 8933.0]"
M4:95404,M4,95404,T45,daily,1,224,14,"[1103.2, 1095.7, 1083.8, 1092.0, 1092.0, 1086.0, 1079.5, 1071.7, 1069.1, 1083.6, 1076.0, 1084.6, 1104.0, 1110.6]"
M4:95405,M4,95405,T46,daily,1,97,14,"[10198.0, 10034.0, 9904.0, 10034.0, 10015.0, 9899.0, 9820.0, 9823.0, 9847.0, 9933.0, 9932.0, 9932.0, 9785.0, 9465.0]"
M4:95406,M4,95406,T47,daily,1,160,14,"[1025.5, 1029.4, 1040.3, 1046.3, 1046.0, 1060.0, 1065.0, 1065.9, 1068.0, 1073.7, 1067.6, 1072.0, 1075.7, 1071.9]"
M4:95407,M4,95407,T48,daily,1,601,14,"[10410.0, 10409.0, 10406.0, 10286.0, 10268.0, 10279.0, 10435.0, 10501.0, 10518.0, 10650.0, 10709.0, 10689.0, 10750.0, 10779.0]"
M4:95408,M4,95408,T49,daily,1,544,14,"[11007.0, 11036.0, 11008.0, 10860.0, 10835.0, 10850.0, 11008.0, 11088.0, 11095.0, 11241.0, 11322.0, 11306.0, 11370.0, 11411.0]"
M4:95409,M4,95409,T50,daily,1,860,14,"[9964.0, 9828.0, 9725.0, 9848.0, 9955.0, 9744.0, 9748.0, 9731.0, 9739.0, 9798.0, 9779.0, 9779.0, 9526.0, 9402.0]"
