series_key,dataset,index,series,type,period,n,h,backend,status,elapsed_seconds,forecast,actual,model_selected,alpha_real,alpha_imag,beta_real,beta_imag,sse,error,finite,smape,mase,mae,rmse
M4:95403,M4,95403,T44,daily,1,1006,14,statsforecast,ok,0.041026499995496124,"[8585.5595703125, 8585.38671875, 8585.193359375, 8585.0166015625, 8584.826171875, 8584.646484375, 8584.458984375, 8584.2783203125, 8584.091796875, 8583.91015625, 8583.724609375, 8583.5419921875, 8583.3564453125, 8583.1728515625]","[8550.0, 8558.0, 8608.0, 8588.0, 8600.0, 8580.0, 8595.0, 8623.0, 8630.0, 8690.0, 8830.0, 8785.0, 8910.0, 8933.0]",N,1.8,0.9999614003172624,,,2183805.774459839,,True,1.1769246928610084,3.0302980941661897,102.43010602678571,157.67970154170126
M4:95404,M4,95404,T45,daily,1,224,14,statsforecast,ok,0.005202600033953786,"[1121.48779296875, 1122.0367431640625, 1122.5980224609375, 1123.14990234375, 1123.709716796875, 1124.263671875, 1124.8228759765625, 1125.37841796875, 1125.9373779296875, 1126.494140625, 1127.0531005859375, 1127.6107177734375, 1128.169921875, 1128.7283935546875]","[1103.2, 1095.7, 1083.8, 1092.0, 1092.0, 1086.0, 1079.5, 1071.7, 1069.1, 1083.6, 1076.0, 1084.6, 1104.0, 1110.6]",N,1.8,1.0008920431137027,,,18385.6128964901,,True,3.359995952378999,5.683674747420154,37.11719970703127,39.049767029845945
M4:95405,M4,95405,T46,daily,1,97,14,statsforecast,ok,0.0024335000198334455,"[10185.8896484375, 10187.669921875, 10189.3173828125, 10191.0712890625, 10192.740234375, 10194.4775390625, 10196.1611328125, 10197.888671875, 10199.5810546875, 10201.3017578125, 10203.0009765625, 10204.7177734375, 10206.4208984375, 10208.1357421875]","[10198.0, 10034.0, 9904.0, 10034.0, 10015.0, 9899.0, 9820.0, 9823.0, 9847.0, 9933.0, 9932.0, 9932.0, 9785.0, 9465.0]",N,1.8,1.0003015220165234,,,884482.8820104599,,True,2.970687693621308,4.1483717914771665,297.2567661830357,338.5618572943779
M4:95406,M4,95406,T47,daily,1,160,14,statsforecast,ok,0.003680999972857535,"[1011.4454956054688, 1011.4454956054688, 1011.4454956054688, 1011.4454956054688, 1011.4454956054688, 1011.4454956054688, 1011.4454956054688, 1011.4454956054688, 1011.4454956054688, 1011.4454956054688, 1011.4454956054688, 1011.4454956054688, 1011.4454956054688, 1011.4454956054688]","[1025.5, 1029.4, 1040.3, 1046.3, 1046.0, 1060.0, 1065.0, 1065.9, 1068.0, 1073.7, 1067.6, 1072.0, 1075.7, 1071.9]",N,1.8,0.9999999999999973,,,15729.398237643101,,True,4.4552851003664715,6.522978543672906,46.218790108816975,49.01154672303357
M4:95407,M4,95407,T48,daily,1,601,14,statsforecast,ok,0.014300100039690733,"[10457.470703125, 10453.814453125, 10450.2802734375, 10446.650390625, 10443.099609375, 10439.48828125, 10435.9267578125, 10432.3271484375, 10428.7607421875, 10425.169921875, 10421.6005859375, 10418.0166015625, 10414.4462890625, 10410.8671875]","[10410.0, 10409.0, 10406.0, 10286.0, 10268.0, 10279.0, 10435.0, 10501.0, 10518.0, 10650.0, 10709.0, 10689.0, 10750.0, 10779.0]",N,1.8,0.9993823172524579,,,89184558.22358982,,True,1.5487968061475148,5.662907489292203,162.75299944196428,199.25306409030927
M4:95408,M4,95408,T49,daily,1,544,14,statsforecast,ok,0.00969699997222051,"[11069.2431640625, 11075.1767578125, 11080.9150390625, 11086.8154296875, 11092.5908203125, 11098.4716796875, 11104.2734375, 11110.1435546875, 11115.96484375, 11121.8310546875, 11127.6669921875, 11133.533203125, 11139.380859375, 11145.248046875]","[11007.0, 11036.0, 11008.0, 10860.0, 10835.0, 10850.0, 11008.0, 11088.0, 11095.0, 11241.0, 11322.0, 11306.0, 11370.0, 11411.0]",N,1.8,1.0009471893310558,,,78199230.86154069,,True,1.304123721716328,4.265127802794838,144.92389787946428,170.28991135954374
M4:95409,M4,95409,T50,daily,1,860,14,statsforecast,ok,0.019360799982678145,"[9948.107421875, 9945.20703125, 9942.4375, 9939.5654296875, 9936.77734375, 9933.9228515625, 9931.123046875, 9928.28125, 9925.474609375, 9922.6416015625, 9919.8310546875, 9917.00390625, 9914.19140625, 9911.3681640625]","[9964.0, 9828.0, 9725.0, 9848.0, 9955.0, 9744.0, 9748.0, 9731.0, 9739.0, 9798.0, 9779.0, 9779.0, 9526.0, 9402.0]",N,1.8,0.999488419294358,,,88461863.19663973,,True,1.8374058516335352,10.816493987083316,179.86879185267858,220.03982115449304
M4:99587,M4,99587,T1,hourly,1,700,48,statsforecast,ok,0.014307500037830323,"[691.38330078125, 689.6666259765625, 685.884765625, 683.767822265625, 680.34716796875, 677.9852905273438, 674.8018798828125, 672.2932739257812, 669.2685546875, 666.6754150390625, 663.7595825195312, 661.1212768554688, 658.2826538085938, 655.6239624023438, 652.842529296875, 650.1790771484375, 647.4419555664062, 644.7836303710938, 642.0827026367188, 639.4356689453125, 636.7656860351562, 634.1337890625, 631.4913330078125, 628.876953125, 626.2598266601562, 623.6643676757812, 621.0711059570312, 618.4954833984375, 615.925048828125, 613.36962890625, 610.8213500976562, 608.2864379882812, 605.7598266601562, 603.2454833984375, 600.7401733398438, 598.2463989257812, 595.7620849609375, 593.2887573242188, 590.8251953125, 588.3722534179688, 585.9291381835938, 583.4964599609375, 581.0736694335938, 578.6611328125, 576.2584838867188, 573.8659057617188, 571.483154296875, 569.1103515625]","[619.0, 565.0, 532.0, 495.0, 481.0, 467.0, 473.0, 488.0, 501.0, 534.0, 576.0, 639.0, 712.0, 772.0, 830.0, 880.0, 893.0, 896.0, 891.0, 854.0, 803.0, 769.0, 751.0, 701.0, 635.0, 572.0, 532.0, 493.0, 477.0, 468.0, 464.0, 477.0, 492.0, 519.0, 568.0, 624.0, 696.0, 761.0, 812.0, 836.0, 838.0, 829.0, 807.0, 785.0, 756.0, 719.0, 703.0, 659.0]",N,1.8,0.9925436116755011,,,1724976.8629344879,,True,22.722846922631177,4.343646938441713,147.57835642496744,162.1796263764776
M4:99588,M4,99588,T2,hourly,1,700,48,statsforecast,ok,0.014288899954408407,"[3128.58056640625, 3117.681640625, 3104.674072265625, 3093.428955078125, 3080.8642578125, 3069.433349609375, 3057.1826171875, 3045.667236328125, 3033.648681640625, 3022.112548828125, 3010.27392578125, 2998.757568359375, 2987.065673828125, 2975.593994140625, 2964.02734375, 2952.616455078125, 2941.161376953125, 2929.82080078125, 2918.468017578125, 2907.203857421875, 2895.94775390625, 2884.763427734375, 2873.599853515625, 2862.497314453125, 2851.42333984375, 2840.403564453125, 2829.41748046875, 2818.48095703125, 2807.5810546875, 2796.727783203125, 2785.912841796875, 2775.142578125, 2764.41162109375, 2753.72412109375, 2743.076416015625, 2732.47119140625, 2721.906005859375, 2711.38232421875, 2700.898681640625, 2690.4560546875, 2680.053466796875, 2669.69140625, 2659.369140625, 2649.0869140625, 2638.844482421875, 2628.6416015625, 2618.478271484375, 2608.354248046875]","[2771.0, 2396.0, 2189.0, 1984.0, 1872.0, 1843.0, 1828.0, 1872.0, 1952.0, 2069.0, 2228.0, 2419.0, 2640.0, 2850.0, 3001.0, 3129.0, 3244.0, 3295.0, 3322.0, 3322.0, 3286.0, 3092.0, 2936.0, 2825.0, 2519.0, 2197.0, 1997.0, 1775.0, 1725.0, 1630.0, 1644.0, 1722.0, 1808.0, 1961.0, 2154.0, 2355.0, 2605.0, 2821.0, 3018.0, 3206.0, 3356.0, 3499.0, 3550.0, 3558.0, 3488.0, 3224.0, 3054.0, 2918.0]",N,1.8,0.9930554248392585,,,25593188.567213356,,True,24.78916032173922,4.848695646148553,641.1307474772135,740.6311457614232
M4:99589,M4,99589,T3,hourly,1,700,48,statsforecast,ok,0.013938000018242747,"[1521.5667724609375, 1517.4930419921875, 1511.6903076171875, 1507.2950439453125, 1501.808349609375, 1497.220947265625, 1491.94677734375, 1487.2493896484375, 1482.1219482421875, 1477.366455078125, 1472.343994140625, 1467.5634765625, 1462.6192626953125, 1457.83447265625, 1452.95166015625, 1448.17578125, 1443.3433837890625, 1438.5845947265625, 1433.7957763671875, 1429.059326171875, 1424.3094482421875, 1419.5985107421875, 1414.884765625, 1410.2012939453125, 1405.5216064453125, 1400.8668212890625, 1396.219970703125, 1391.594482421875, 1386.9796142578125, 1382.3837890625, 1377.8001708984375, 1373.234130859375, 1368.681396484375, 1364.145263671875, 1359.6229248046875, 1355.1165771484375, 1350.6243896484375, 1346.147705078125, 1341.6854248046875, 1337.23828125, 1332.8055419921875, 1328.3876953125, 1323.984375, 1319.5958251953125, 1315.2216796875, 1310.862060546875, 1306.516845703125, 1302.1861572265625]","[1455.0, 1376.0, 1235.0, 1101.0, 1003.0, 943.0, 905.0, 886.0, 910.0, 970.0, 1071.0, 1170.0, 1225.0, 1306.0, 1373.0, 1442.0, 1542.0, 1611.0, 1673.0, 1711.0, 1754.0, 1757.0, 1735.0, 1667.0, 1585.0, 1473.0, 1317.0, 1177.0, 1060.0, 1000.0, 951.0, 917.0, 924.0, 979.0, 1073.0, 1195.0, 1281.0, 1371.0, 1457.0, 1529.0, 1627.0, 1701.0, 1754.0, 1791.0, 1819.0, 1791.0, 1758.0, 1679.0]",N,1.8,0.9940444678068165,,,4552023.175383482,,True,22.72722415094565,5.567421171766076,304.5594431559245,345.2282625653607
M4:99590,M4,99590,T4,hourly,1,700,48,statsforecast,ok,0.014009699982125312,"[5484.23828125, 5466.45361328125, 5449.861328125, 5432.4150390625, 5415.74560546875, 5398.552734375, 5381.8720703125, 5364.87841796875, 5348.22900390625, 5331.3994140625, 5314.8076171875, 5298.1201171875, 5281.6025390625, 5265.04296875, 5248.60986328125, 5232.16845703125, 5215.826171875, 5199.4970703125, 5183.2490234375, 5167.02783203125, 5150.87646484375, 5134.76025390625, 5118.70654296875, 5102.693359375, 5086.73828125, 5070.82666015625, 5054.9697265625, 5039.15869140625, 5023.400390625, 5007.6884765625, 4992.02783203125, 4976.41455078125, 4960.8515625, 4945.3359375, 4929.86962890625, 4914.451171875, 4899.08154296875, 4883.759765625, 4868.48583984375, 4853.259765625, 4838.08154296875, 4822.95068359375, 4807.8671875, 4792.83056640625, 4777.84130859375, 4762.8984375, 4748.00244140625, 4733.1533203125]","[5327.0, 5051.0, 4683.0, 4319.0, 4049.0, 3847.0, 3712.0, 3639.0, 3652.0, 3758.0, 3857.0, 4082.0, 4363.0, 4631.0, 4915.0, 5201.0, 5442.0, 5738.0, 5993.0, 6195.0, 6290.0, 6284.0, 6126.0, 5968.0, 5818.0, 5516.0, 5074.0, 4658.0, 4337.0, 4106.0, 3922.0, 3804.0, 3794.0, 3853.0, 3993.0, 4284.0, 4575.0, 4925.0, 5337.0, 5675.0, 5926.0, 6159.0, 6313.0, 6072.0, 5612.0, 5220.0, 4895.0, 4793.0]",N,1.8,0.9943803116679197,,,56629114.75957799,,True,17.378871356730595,4.143942914909734,853.8953043619791,980.346738022227
M4:99591,M4,99591,T5,hourly,1,700,48,statsforecast,ok,0.014641900022979826,"[4095.3369140625, 4075.2470703125, 4052.38427734375, 4031.930908203125, 4009.767333984375, 3989.166259765625, 3967.52587890625, 3946.912841796875, 3925.68359375, 3905.143310546875, 3884.253662109375, 3863.8388671875, 3843.242919921875, 3822.98583984375, 3802.6533203125, 3782.57373046875, 3762.485107421875, 3742.5947265625, 3722.73681640625, 3703.0419921875, 3683.405517578125, 3663.90966796875, 3644.488037109375, 3625.1923828125, 3605.98046875, 3586.885009765625, 3567.879150390625, 3548.983154296875, 3530.179931640625, 3511.482177734375, 3492.878662109375, 3474.37744140625, 3455.971435546875, 3437.6650390625, 3419.453857421875, 3401.340576171875, 3383.322021484375, 3365.39990234375, 3347.572021484375, 3329.839111328125, 3312.19970703125, 3294.654052734375, 3277.201171875, 3259.841064453125, 3242.572509765625, 3225.395751953125, 3208.309814453125, 3191.314453125]","[3823.0, 3501.0, 3039.0, 2613.0, 2312.0, 2079.0, 1938.0, 1839.0, 1821.0, 1877.0, 1951.0, 2062.0, 2182.0, 2353.0, 2562.0, 2826.0, 3100.0, 3431.0, 3689.0, 3900.0, 4049.0, 4056.0, 3931.0, 3682.0, 3471.0, 3200.0, 2810.0, 2461.0, 2199.0, 2004.0, 1873.0, 1791.0, 1788.0, 1853.0, 1926.0, 1996.0, 2067.0, 2174.0, 2345.0, 2529.0, 2737.0, 3028.0, 3292.0, 3453.0, 3574.0, 3522.0, 3338.0, 3041.0]",N,1.8,0.9904929220676425,,,28177160.56960307,,True,33.3857688926202,7.009189357130987,988.6767425537109,1197.1371980794538
M4:99592,M4,99592,T6,hourly,1,700,48,statsforecast,ok,0.016068800003267825,"[5119.79541015625, 5111.91552734375, 5104.041015625, 5096.18408203125, 5088.3349609375, 5080.50146484375, 5072.67724609375, 5064.8671875, 5057.0673828125, 5049.28125, 5041.505859375, 5033.7431640625, 5025.99169921875, 5018.2529296875, 5010.525390625, 5002.81005859375, 4995.1064453125, 4987.4150390625, 4979.7353515625, 4972.0673828125, 4964.4111328125, 4956.76708984375, 4949.134765625, 4941.51416015625, 4933.9052734375, 4926.30810546875, 4918.72265625, 4911.14892578125, 4903.5869140625, 4896.0361328125, 4888.4970703125, 4880.9697265625, 4873.4541015625, 4865.94970703125, 4858.45703125, 4850.97607421875, 4843.50634765625, 4836.04833984375, 4828.6015625, 4821.16650390625, 4813.74267578125, 4806.33056640625, 4798.9296875, 4791.5400390625, 4784.162109375, 4776.79541015625, 4769.43994140625, 4762.095703125]","[5110.0, 5286.0, 5591.0, 5872.0, 6182.0, 6449.0, 6632.0, 6917.0, 7142.0, 7326.0, 7490.0, 7621.0, 7661.0, 7682.0, 7560.0, 7363.0, 7143.0, 6966.0, 6597.0, 6089.0, 5654.0, 5374.0, 5175.0, 5049.0, 5014.0, 5047.0, 5144.0, 5459.0, 5776.0, 6126.0, 6342.0, 6332.0, 6755.0, 6894.0, 7037.0, 7181.0, 7264.0, 7284.0, 7199.0, 7012.0, 6787.0, 6621.0, 6158.0, 5758.0, 5364.0, 5101.0, 4951.0, 4842.0]",N,1.8,0.9972307167947302,,,47026160.69039369,,True,23.454332771139065,7.996401088213526,1381.9702962239583,1637.088507508545
M4:99593,M4,99593,T7,hourly,1,700,48,statsforecast,ok,0.01507069997023791,"[51497.921875, 51394.87890625, 51279.72265625, 51174.65234375, 51061.95703125, 50955.765625, 50844.8046875, 50738.06640625, 50628.375, 50521.45703125, 50412.73828125, 50305.87109375, 50197.94140625, 50091.26953125, 49984.00390625, 49877.625, 49770.94921875, 49664.91796875, 49558.78125, 49453.13671875, 49347.50390625, 49242.265625, 49137.1171875, 49032.30078125, 48927.62109375, 48823.234375, 48719.015625, 48615.0625, 48511.296875, 48407.78125, 48304.46484375, 48201.38671875, 48098.51171875, 47995.87109375, 47893.4375, 47791.23046875, 47689.23828125, 47587.46484375, 47485.90625, 47384.56640625, 47283.44140625, 47182.53515625, 47081.84375, 46981.3671875, 46881.10546875, 46781.0546875, 46681.21875, 46581.59765625]","[49671.0, 48177.0, 45276.0, 40964.0, 37108.0, 34361.0, 32397.0, 31065.0, 30340.0, 30674.0, 31925.0, 33551.0, 35688.0, 37917.0, 40002.0, 42428.0, 44737.0, 47109.0, 49713.0, 51339.0, 52088.0, 52421.0, 51531.0, 49597.0, 48004.0, 47247.0, 44654.0, 40656.0, 37097.0, 34385.0, 32478.0, 31162.0, 30533.0, 30885.0, 31939.0, 33364.0, 35473.0, 37846.0, 40047.0, 42134.0, 44129.0, 46065.0, 48078.0, 49651.0, 50679.0, 50781.0, 49872.0, 48087.0]",N,1.8,0.9961631655693068,,,2605638518.9224052,,True,20.633930870325297,6.521335087743572,8768.639404296875,10951.322179263845
M4:99594,M4,99594,T8,hourly,1,700,48,statsforecast,ok,0.013930600020103157,"[32819.9609375, 32749.228515625, 32631.388671875, 32551.611328125, 32442.009765625, 32356.69140625, 32252.529296875, 32163.89453125, 32063.390625, 31972.853515625, 31874.876953125, 31783.333984375, 31687.166015625, 31595.18359375, 31500.36328125, 31408.302734375, 31314.5390625, 31222.626953125, 31129.732421875, 31038.111328125, 30945.96484375, 30854.7265625, 30763.251953125, 30672.451171875, 30581.59765625, 30491.267578125, 30401.001953125, 30311.166015625, 30221.46484375, 30132.1328125, 30042.982421875, 29954.162109375, 29865.55078125, 29777.244140625, 29689.166015625, 29601.375, 29513.822265625, 29426.544921875, 29339.51171875, 29252.74609375, 29166.228515625, 29079.974609375, 28993.970703125, 28908.224609375, 28822.728515625, 28737.48828125, 28652.498046875, 28567.76171875]","[29365.0, 27033.0, 25334.0, 24182.0, 23330.0, 23086.0, 23792.0, 24894.0, 26362.0, 28370.0, 30947.0, 33858.0, 36652.0, 38729.0, 40299.0, 41048.0, 41314.0, 41487.0, 41199.0, 40591.0, 39223.0, 38022.0, 36772.0, 33993.0, 30962.0, 28505.0, 26645.0, 25264.0, 24343.0, 23914.0, 24219.0, 25181.0, 26130.0, 27610.0, 29457.0, 31426.0, 33042.0, 34465.0, 36019.0, 37327.0, 38313.0, 38898.0, 38756.0, 37502.0, 35671.0, 34136.0, 32766.0, 30273.0]",N,1.8,0.9946853727102286,,,2524774526.9110985,,True,18.884902641421714,4.458793767117474,5978.840576171875,6632.006869912028
M4:99595,M4,99595,T9,hourly,1,700,48,statsforecast,ok,0.014409700001124293,"[38208.02734375, 38133.203125, 38050.203125, 37974.0234375, 37892.6953125, 37815.76953125, 37735.62890625, 37658.34765625, 37579.078125, 37501.6875, 37423.08984375, 37345.75, 37267.69921875, 37190.50390625, 37112.9140625, 37035.9296875, 36958.75, 36882.015625, 36805.21484375, 36728.75390625, 36652.30859375, 36576.13671875, 36500.03125, 36424.15625, 36348.3828125, 36272.8125, 36197.36328125, 36122.09765625, 36046.96484375, 35972.0078125, 35897.19140625, 35822.54296875, 35748.0390625, 35673.69921875, 35599.5078125, 35525.4765625, 35451.59375, 35377.8671875, 35304.29296875, 35230.875, 35157.60546875, 35084.4921875, 35011.52734375, 34938.71484375, 34866.0546875, 34793.546875, 34721.1875, 34648.98046875]","[35504.0, 32655.0, 30531.0, 28932.0, 27767.0, 26980.0, 26832.0, 27493.0, 28510.0, 29711.0, 31544.0, 33551.0, 35573.0, 37307.0, 38852.0, 39955.0, 40513.0, 41166.0, 41364.0, 40945.0, 40088.0, 38889.0, 37500.0, 36464.0, 34334.0, 31711.0, 29641.0, 28115.0, 27103.0, 26439.0, 26166.0, 26826.0, 27788.0, 29081.0, 30825.0, 32726.0, 34632.0, 36365.0, 37940.0, 39511.0, 40598.0, 41287.0, 41388.0, 40656.0, 39444.0, 37919.0, 36418.0, 35321.0]",N,1.8,0.9962609717622408,,,2119604383.9672585,,True,15.037746266233805,4.162697877098723,5128.771321614583,6003.716290956911
M4:99596,M4,99596,T10,hourly,1,700,48,statsforecast,ok,0.014255299989599735,"[476.21502685546875, 475.9835205078125, 475.733154296875, 475.4980773925781, 475.2510070800781, 475.0137634277344, 474.76885986328125, 474.5303039550781, 474.2868957519531, 474.0475769042969, 473.8052062988281, 473.56549072265625, 473.3238830566406, 473.0840148925781, 472.8429870605469, 472.6031188964844, 472.3625183105469, 472.1227111816406, 471.88250732421875, 471.6428527832031, 471.4029846191406, 471.1634826660156, 470.92388916015625, 470.6846008300781, 470.4452819824219, 470.2062072753906, 469.9671630859375, 469.7283020019531, 469.4895324707031, 469.25091552734375, 469.01239013671875, 468.7740173339844, 468.5357360839844, 468.2975769042969, 468.0595397949219, 467.8216247558594, 467.5838317871094, 467.3461608886719, 467.1086120605469, 466.8711853027344, 466.6338806152344, 466.3966979980469, 466.1596374511719, 465.9226989746094, 465.6858825683594, 465.4491882324219, 465.2126159667969, 464.9761657714844]","[464.0, 452.0, 439.0, 418.0, 402.0, 399.0, 396.0, 390.0, 395.0, 399.0, 407.0, 411.0, 428.0, 439.0, 450.0, 457.0, 456.0, 456.0, 485.0, 490.0, 498.0, 495.0, 496.0, 487.0, 478.0, 468.0, 448.0, 432.0, 417.0, 406.0, 399.0, 396.0, 393.0, 404.0, 408.0, 424.0, 430.0, 435.0, 457.0, 466.0, 478.0, 477.0, 489.0, 494.0, 502.0, 503.0, 502.0, 493.0]",N,1.8,0.9990853354334825,,,122861.93374475464,,True,8.662217918822725,4.505792513346299,38.84392801920573,45.786557648374355
M4:99597,M4,99597,T11,hourly,1,700,48,statsforecast,ok,0.016024800017476082,"[28958.470703125, 28895.181640625, 28805.533203125, 28737.27734375, 28652.341796875, 28581.08203125, 28499.29296875, 28426.271484375, 28346.6328125, 28272.642578125, 28194.517578125, 28120.05859375, 28043.046875, 27968.4375, 27892.279296875, 27817.720703125, 27742.251953125, 27667.873046875, 27592.986328125, 27518.8671875, 27444.498046875, 27370.6875, 27296.7890625, 27223.318359375, 27149.86328125, 27076.751953125, 27003.72265625, 26930.982421875, 26858.36328125, 26785.998046875, 26713.78125, 26641.796875, 26569.9765625, 26498.375, 26426.947265625, 26355.7265625, 26284.685546875, 26213.845703125, 26143.189453125, 26072.728515625, 26002.453125, 25932.37109375, 25862.474609375, 25792.76953125, 25723.25, 25653.919921875, 25584.775390625, 25515.818359375]","[26811.0, 25707.0, 25014.0, 25134.0, 26071.0, 27252.0, 28915.0, 30658.0, 32201.0, 33991.0, 35662.0, 37346.0, 39386.0, 40630.0, 41199.0, 41717.0, 41339.0, 40017.0, 38767.0, 38546.0, 36741.0, 33545.0, 30678.0, 28465.0, 26887.0, 25764.0, 25158.0, 25315.0, 26072.0, 27114.0, 28798.0, 30724.0, 32365.0, 33876.0, 35305.0, 36622.0, 38122.0, 39382.0, 40259.0, 40616.0, 40259.0, 39147.0, 37567.0, 37013.0, 35270.0, 32586.0, 29894.0, 27779.0]",N,1.8,0.9951557952910675,,,1603998208.7569237,,True,22.06480517371551,6.752791896566103,7015.677408854167,8483.37938687984
M4:99598,M4,99598,T12,hourly,1,700,48,statsforecast,ok,0.013802399975247681,"[9251.8134765625, 9227.6484375, 9188.2578125, 9161.201171875, 9124.52734375, 9095.71875, 9060.8505859375, 9031.0126953125, 8997.3720703125, 8966.962890625, 8934.1826171875, 8903.4921875, 8871.337890625, 8840.5498046875, 8808.873046875, 8778.1025390625, 8746.8076171875, 8716.1279296875, 8685.154296875, 8654.6103515625, 8623.919921875, 8593.5400390625, 8563.1064453125, 8532.9091796875, 8502.7158203125, 8472.7109375, 8442.7470703125, 8412.9404296875, 8383.1982421875, 8353.59375, 8324.0673828125, 8294.6669921875, 8265.353515625, 8236.1572265625, 8207.052734375, 8178.06005859375, 8149.1630859375, 8120.37353515625, 8091.68115234375, 8063.09375, 8034.6044921875, 8006.21826171875, 7977.9306640625, 7949.744140625, 7921.65625, 7893.66845703125, 7865.77880859375, 7837.98828125]","[8166.0, 7411.0, 6874.0, 6501.0, 6256.0, 6189.0, 6392.0, 6674.0, 7163.0, 7808.0, 8551.0, 9445.0, 10251.0, 10879.0, 11365.0, 11624.0, 11656.0, 11679.0, 11594.0, 11451.0, 11071.0, 10735.0, 10316.0, 9458.0, 8584.0, 7865.0, 7352.0, 6994.0, 6726.0, 6652.0, 6792.0, 7023.0, 7349.0, 7851.0, 8439.0, 9090.0, 9657.0, 10111.0, 10609.0, 10949.0, 11193.0, 11321.0, 11243.0, 10854.0, 10284.0, 9784.0, 9372.0, 8617.0]",N,1.8,0.9936528533697131,,,226069158.38301373,,True,21.175283707463723,4.7199259852362525,1878.098388671875,2082.5727487910694
M4:99599,M4,99599,T13,hourly,1,700,48,statsforecast,ok,0.01432989997556433,"[656.1049194335938, 654.4884033203125, 651.1881713867188, 649.2462158203125, 646.24072265625, 644.0996704101562, 641.2880859375, 639.0278930664062, 636.3463134765625, 634.0177001953125, 631.4254760742188, 629.0604248046875, 626.5317993164062, 624.1505737304688, 621.6691284179688, 619.2845458984375, 616.83984375, 614.4598999023438, 612.0452880859375, 609.6751098632812, 607.2862548828125, 604.9288940429688, 602.5630493164062, 600.2205200195312, 597.8759155273438, 595.5493774414062, 593.2247924804688, 590.9149169921875, 588.6095581054688, 586.3167724609375, 584.0300903320312, 581.7545776367188, 579.4861450195312, 577.2279663085938, 574.9774780273438, 572.7366333007812, 570.5037841796875, 568.2802734375, 566.06494140625, 563.8585815429688, 561.6605834960938, 559.4713745117188, 557.29052734375, 555.1182861328125, 552.9544067382812, 550.799072265625, 548.6520385742188, 546.513427734375]","[574.0, 523.0, 486.0, 464.0, 451.0, 449.0, 468.0, 508.0, 545.0, 576.0, 620.0, 665.0, 711.0, 751.0, 790.0, 813.0, 832.0, 856.0, 849.0, 826.0, 801.0, 768.0, 752.0, 677.0, 608.0, 545.0, 508.0, 479.0, 461.0, 453.0, 463.0, 495.0, 526.0, 562.0, 595.0, 629.0, 592.0, 616.0, 646.0, 720.0, 741.0, 764.0, 754.0, 735.0, 695.0, 799.0, 665.0, 582.0]",N,1.8,0.9929988808929926,,,1376553.2878860356,,True,20.003444013569535,4.517510406975291,125.02323150634766,142.2750806384727
M4:99600,M4,99600,T14,hourly,1,700,48,statsforecast,ok,0.014999100007116795,"[215.0509033203125, 214.66419982910156, 214.2636260986328, 213.87542724609375, 213.47865295410156, 213.0900115966797, 212.69618225097656, 212.3077850341797, 211.9163360595703, 211.5286102294922, 211.1392059326172, 210.75242614746094, 210.3648223876953, 209.97915649414062, 209.59323120117188, 209.2087860107422, 208.8244171142578, 208.44125366210938, 208.0583953857422, 207.6765594482422, 207.29518127441406, 206.91470336914062, 206.53475952148438, 206.1556396484375, 205.77711486816406, 205.3993682861328, 205.02224731445312, 204.6458740234375, 204.2701416015625, 203.8951416015625, 203.5207977294922, 203.1471710205078, 202.77420043945312, 202.4019317626953, 202.03033447265625, 201.659423828125, 201.28919982910156, 200.91966247558594, 200.55079650878906, 200.18260192871094, 199.81507873535156, 199.4482421875, 199.0820770263672, 198.71658325195312, 198.3517608642578, 197.98760986328125, 197.62413024902344, 197.2613067626953]","[204.0, 196.0, 179.0, 165.0, 151.0, 147.0, 144.0, 141.0, 144.0, 146.0, 158.0, 168.0, 175.0, 181.0, 187.0, 197.0, 207.0, 216.0, 223.0, 226.0, 230.0, 229.0, 229.0, 223.0, 215.0, 203.0, 187.0, 171.0, 159.0, 152.0, 149.0, 145.0, 147.0, 149.0, 155.0, 167.0, 180.0, 185.0, 190.0, 200.0, 210.0, 222.0, 228.0, 231.0, 236.0, 234.0, 233.0, 225.0]",N,1.8,0.9966987535357483,,,54982.163261148904,,True,17.385395054070234,5.355632279067365,32.922964096069336,38.44935206480057
